9.854742 23.12656
8.888557 27.56765
7.404933 30.01176
8.871695 31.3669
10.47818 27.67921
11.52393 23.69449
6.891676 24.10477
6.110038 25.57432
6.338996 24.77046
3.551823 27.35554
6.500312 24.06821
4.772972 24.78597
3.910217 20.61253
7.112949 27.69934
4.962438 24.64988
4.276157 22.91223
4.739936 26.39096
2.876643 25.9471
4.571234 29.67982
10.43369 26.12384
12.3255 27.38517
13.1781 26.33186
8.822914 28.02774
9.418943 31.55993
12.42107 30.82682
8.709148 29.96721
8.832031 28.12891
7.814642 28.95445
7.313059 27.04428
6.766367 25.10473
5.876858 25.56937
4.815463 27.66822
5.800689 27.69736
4.402602 30.99162
8.736432 28.03422
7.615586 23.89507
10.68467 26.82088
5.756005 24.15511
4.288127 17.45028
4.094643 30.3883
3.877254 32.89671
3.743696 31.08928
3.895332 31.65983
4.181441 25.86159
2.834131 28.11129
3.754813 27.68694
4.906375 26.58602
6.303477 22.76847
4.317551 22.72168
4.176586 30.395
4.833986 25.13698
3.181084 29.92125
3.347662 23.94424
3.994917 26.61429
3.435224 27.14156
5.876859 27.92142
5.215545 28.94527
4.883121 29.21357
4.864018 30.71471
6.193123 25.3497
3.367826 20.16541
3.7313 25.1318
3.491915 30.77209
2.275298 24.31799
2.026638 26.44148
3.552363 23.83393
2.468958 25.60222
4.239191 19.45808
3.818341 21.82915
5.058503 29.48945
7.523816 19.0874
6.728216 27.70232
10.87806 25.73393
9.612428 29.82918
8.250119 27.74245
9.570049 24.90444
6.006465 29.47953
8.093015 34.2999
8.788075 37.962
9.572848 30.87769
7.949529 31.8454
5.612846 32.105
8.477591 33.5321
7.199533 31.61036
3.908801 39.27756
3.454995 36.20786
2.982367 31.64444
1.343564 29.65139
1.92293 34.9932
1.978282 35.71344
3.510607 34.18299
3.63 31.71881
3.490332 22.17759
4.111015 23.27841
7.168356 26.32118
9.007789 26.25819
7.04094 26.03676
9.003726 32.84576
3.08557 32.11201
1.020331 34.04726
7.778389 33.9528
